MSOAcode,Population,Population70AndOver
E02003462,7534,913
E02003463,6597,836
E02003464,6777,518
E02003465,6155,964
E02003466,7873,531
E02003467,6466,726
E02003468,8273,1101
E02003469,5626,655
E02003470,6030,358
E02003471,6534,630
E02003472,9823,329
E02003473,5614,555
E02003474,8957,648
E02003475,21716,757
E02003476,8955,572
E02003477,14459,1144
E02003478,6841,610
E02003479,7453,347
E02003480,8080,445
E02003481,8052,582
E02003482,6673,866
E02003483,11238,401
E02003484,7124,608
E02003485,8193,1172
E02003486,9378,473
E02003487,7321,1203
E02003488,7899,1090
E02003489,7362,1157
E02003490,9084,610
E06000044,215133,22058
E02003524,8018,748
E02003525,6394,591
E02003526,6762,1532
E02003527,6231,835
E02003529,8264,989
E02003530,7876,1018
E02003531,7794,1034
E02003532,7652,713
E02003533,5748,539
E02003534,8990,746
E02003535,9818,655
E02003536,8209,757
E02003537,10417,1200
E02003538,10470,699
E02003539,15664,898
E02003540,9989,1459
E02003541,12976,921
E02003542,9513,668
E02003543,9007,543
E02003544,6370,500
E02003545,7388,806
E02003546,8666,1120
E02003547,9550,1368
E02003548,6747,702
E02006821,6620,1017
E06000038,163203,14497
E02003389,7598,1245
E02003390,7295,1090
E02003391,8169,1187
E02003392,8075,709
E02003393,7571,1095
E02003394,8129,718
E02003395,10316,432
E02003396,9269,743
E02003397,7464,1109
E02003398,10686,558
E02003399,14183,488
E02003400,8329,560
E02003401,8653,895
E02003402,10581,504
E02003403,8644,1203
E02003404,9882,616
E02003405,11186,652
E02003406,7173,693
E06000039,149112,10010
E02003407,10083,629
E02003408,10967,705
E02003409,9991,727
E02003410,11648,758
E02003411,11188,881
E02003412,9870,855
E02003413,13324,764
E02003414,13296,679
E02003415,12826,669
E02003416,9105,754
E02003417,11115,746
E02003418,10174,696
E02003419,8969,773
E02003420,6556,374
E06000045,252796,24055
E02003549,8754,864
E02003550,7768,940
E02003551,6956,629
E02003552,6037,761
E02003553,7817,394
E02003554,6231,965
E02003555,8252,836
E02003556,6018,799
E02003557,7309,847
E02003558,7029,690
E02003559,7898,991
E02003560,7416,635
E02003561,8561,615
E02003562,8493,888
E02003563,7856,951
E02003564,7675,1094
E02003565,7617,364
E02003566,6197,961
E02003567,7867,667
E02003568,9014,549
E02003569,7975,478
E02003570,12077,285
E02003571,10912,536
E02003572,6199,811
E02003573,7651,1054
E02003574,7450,1201
E02003575,6684,685
E02003576,8125,749
E02003577,13728,530
E02003578,6189,740
E02003579,8944,980
E02003580,6097,566
E06000037,158527,21357
E02003367,6469,826
E02003368,5691,894
E02003369,6468,1005
E02003370,6650,1022
E02003371,5773,909
E02003372,7616,1118
E02003373,8683,1044
E02003374,5541,517
E02003375,5919,751
E02003376,5934,1007
E02003377,10297,1341
E02003378,7833,1445
E02003379,6994,750
E02003380,7784,846
E02003381,5948,726
E02003382,7965,1001
E02003383,6862,639
E02003384,6568,1115
E02003385,9923,990
E02003386,8282,1027
E02003387,9515,1495
E02003388,5812,889
E06000040,150906,20791
E02003421,5618,876
E02003422,11396,2021
E02003423,6558,743
E02003424,8762,1504
E02003425,12775,1170
E02003426,9875,1378
E02003427,8156,802
E02003428,9177,1165
E02003429,7724,1201
E02003430,7073,679
E02003431,6766,852
E02003432,7254,727
E02003433,6706,1184
E02003434,9075,1215
E02003435,7104,896
E02003436,8602,1509
E02003437,7428,1054
E02003438,10857,1815
E06000041,167979,21669
E02003439,5614,1048
E02003440,9212,1288
E02003441,7765,1364
E02003442,7596,720
E02003443,7119,1196
E02003444,9644,1130
E02003445,8595,1247
E02003446,10078,1124
E02003447,10149,1023
E02003448,7266,992
E02003449,7872,554
E02003450,11705,1070
E02003451,8831,1555
E02003452,8288,975
E02003453,6612,768
E02003454,8710,1262
E02003455,8200,933
E02003456,6712,765
E02003457,9956,1364
E02003458,8055,1291
E07000004,199448,23738
E02003652,11115,1083
E02003653,6786,940
E02003654,5853,903
E02003655,10025,1317
E02003656,6292,1120
E02003657,6754,967
E02003658,8253,1225
E02003659,9910,1073
E02003660,10121,1353
E02003661,6022,799
E02003662,6681,606
E02003663,11600,521
E02003664,8747,724
E02003665,6325,632
E02003666,8264,721
E02003667,9807,629
E02003668,8987,1584
E02003669,7956,535
E02003670,9949,964
E02003671,6201,365
E02003672,10229,1672
E02003673,8727,1702
E02003674,5490,927
E02003675,9354,1376
E07000005,95927,15517
E02003676,7911,1434
E02003677,10212,1242
E02003678,5825,814
E02003679,6982,911
E02003680,9670,1813
E02003681,10539,1754
E02003682,7614,1039
E02003683,7234,1094
E02003685,8033,1379
E02003686,7259,1414
E02003687,5858,937
E02006823,8790,1686
E07000006,70043,11113
E02003688,12703,2057
E02003689,9011,1491
E02003690,6784,1340
E02003691,6890,1218
E02003692,8908,1375
E02003693,6700,1232
E02003694,8119,1006
E02003695,10928,1394
E07000007,174641,23781
E02003696,7880,1778
E02003697,5796,1100
E02003698,8187,1592
E02003699,5627,878
E02003701,11464,1334
E02003702,7974,1233
E02003703,8369,713
E02003704,5683,790
E02003705,6975,480
E02003706,6962,713
E02003707,6960,497
E02003708,9808,467
E02003709,5742,483
E02003710,11301,964
E02003711,9651,889
E02003712,7774,1355
E02003713,5939,1129
E02003714,6603,797
E02003715,6471,1141
E02003716,5594,1133
E02003717,8841,1732
E02003718,5679,880
E02006824,9361,1703
E07000061,103160,19495
E02004356,7493,982
E02004357,7828,899
E02004358,7913,1666
E02004359,8080,1822
E02004361,8123,1544
E02004362,8948,1161
E02004363,6884,1642
E02004364,8277,1726
E02004365,8362,615
E02004366,7719,1781
E02004367,7262,2558
E02006857,8950,1743
E02006858,7321,1356
E07000062,92855,13093
E02004368,8461,1155
E02004369,9782,2502
E02004370,8036,869
E02004371,7193,898
E02004372,7403,658
E02004373,8885,1266
E02004374,7695,1115
E02004375,8609,971
E02004376,7036,697
E02004377,10945,1988
E02004378,8810,974
E07000063,102744,19510
E02004379,7875,1304
E02004380,9468,1967
E02004381,10064,1429
E02004382,6600,1457
E02004383,7916,1107
E02004384,7774,1345
E02004385,7669,1376
E02004386,6742,1185
E02004387,6272,515
E02004388,7830,1426
E02004389,9755,2779
E02004390,8188,2069
E02004391,6591,1551
E07000064,95656,22911
E02004392,9429,1572
E02004393,6473,1535
E02004394,8161,1641
E02004395,8289,1893
E02004396,9152,2382
E02004397,8722,1633
E02004398,9575,1541
E02004399,8130,2149
E02004400,10110,3670
E02004401,8067,2751
E02004402,9548,2144
E07000065,160175,30786
E02004403,6901,1114
E02004404,6578,1052
E02004405,6435,1129
E02004406,7572,1904
E02004407,8017,1621
E02004408,8200,1040
E02004409,5498,1060
E02004410,8381,1608
E02004411,8688,1430
E02004412,8185,1568
E02004413,6990,1472
E02004414,6577,797
E02004415,7025,1183
E02004416,6401,1271
E02004417,6235,1448
E02004418,5766,1122
E02004419,6057,1029
E02004420,13235,2764
E02004421,9271,1994
E02004422,10630,2121
E02004423,7533,2059
E07000084,175729,21650
E02004675,7390,1042
E02004676,7796,1335
E02004677,7689,1102
E02004678,7270,1186
E02004679,8988,1175
E02004680,7675,488
E02004681,13721,988
E02004682,8370,692
E02004683,7241,861
E02004684,10312,947
E02004685,7651,760
E02004686,8427,831
E02004687,7535,654
E02004688,7866,1029
E02004689,5507,1259
E02004690,7871,900
E02004691,7699,1469
E02004692,7112,1582
E02004693,7353,656
E02004694,6978,1131
E02004695,8748,434
E02004696,6530,1129
E07000085,120681,20689
E02004697,6631,1127
E02004698,5900,930
E02004699,10852,2007
E02004700,5358,414
E02004702,8186,988
E02004703,12051,2211
E02004704,5583,867
E02004705,9156,1531
E02004706,7787,1457
E02004707,11537,2077
E02004708,9119,1596
E02004709,8290,1311
E02004710,6398,1020
E02006829,6906,1559
E02006838,6927,1594
E07000086,131819,18598
E02004712,9013,1871
E02004713,7942,1277
E02004714,7685,1360
E02004715,8977,1117
E02004716,8895,1198
E02004717,11794,1196
E02004718,9308,668
E02004719,10497,1482
E02004720,10938,1920
E02004721,10398,687
E02004722,7238,1242
E02004723,9905,1687
E02004724,7955,993
E02004725,5518,982
E02004726,5756,918
E07000087,116339,20291
E02004727,9943,996
E02004728,9230,1238
E02004729,7464,1146
E02004730,8987,1966
E02004731,8069,1299
E02004732,8603,1396
E02004733,8029,1132
E02004734,10655,1657
E02004735,7644,1779
E02004736,7999,1732
E02004737,7933,1082
E02004738,7462,1395
E02004739,7015,1717
E02004740,7306,1756
E07000088,85283,12317
E02004741,7877,1298
E02004742,7595,1187
E02004743,7525,966
E02004744,9855,481
E02004745,9009,899
E02004746,11258,2200
E02004747,6968,900
E02004748,10145,1203
E02004749,7301,1803
E02004750,7750,1380
E07000089,96293,14072
E02004751,8045,1412
E02004752,8151,1104
E02004753,10459,1560
E02004754,7088,1227
E02004755,12272,1361
E02004756,8447,1007
E02004757,8007,1564
E02004758,8821,1432
E02004759,8755,1444
E02004760,9490,1066
E02004761,6758,895
E07000090,125813,21856
E02004764,8304,1986
E02004765,6165,1037
E02004766,6935,1058
E02004767,6327,596
E02004768,5661,650
E02004769,6333,533
E02004770,7112,732
E02004771,9406,965
E02004772,9489,1590
E02004774,9973,2534
E02004775,10020,1766
E02004776,6063,1592
E02004777,5569,1491
E02004778,6283,1671
E02006822,9088,1520
E02006830,6796,786
E02006831,6289,1349
E07000091,179753,39010
E02004779,10818,2369
E02004780,5962,980
E02004781,8482,1000
E02004782,8028,1358
E02004783,7297,979
E02004784,5756,1429
E02004785,5625,1362
E02004786,8730,986
E02004787,7424,1944
E02004788,7266,1403
E02004789,10696,1953
E02004790,8022,1597
E02004791,5650,752
E02004792,8424,1768
E02004793,7531,1937
E02004794,6975,1427
E02004795,9131,2200
E02004796,9735,2694
E02004797,8151,1349
E02004798,6352,1136
E02004799,8107,2415
E02004800,7650,3074
E02004801,7941,2898
E07000092,95142,9916
E02004802,6743,849
E02004803,7370,678
E02004804,6993,873
E02004805,8276,1067
E02004806,7922,703
E02004807,9231,1167
E02004808,11381,938
E02004809,9411,481
E02004810,7585,567
E02004811,7584,1120
E02004812,6516,697
E02004813,6130,776
E07000093,125169,19805
E02004814,6994,980
E02004815,7752,555
E02004816,15781,1535
E02004817,8067,1118
E02004818,10126,1700
E02004819,8079,1348
E02004820,7397,1074
E02004821,5320,1085
E02004822,7795,1511
E02004823,8710,1719
E02004824,5987,1693
E02004825,10758,2104
E02004826,8260,1520
E02004827,7577,702
E02004828,6566,1161
E07000094,124295,19462
E02004829,5848,859
E02004830,6884,1014
E02004831,9544,1960
E02004832,8491,1856
E02004833,9942,1361
E02004834,8274,1045
E02004835,10925,1477
E02004836,6825,580
E02004837,8118,1226
E02004838,9582,1584
E02004839,8644,1580
E02004840,9660,1762
E02004841,11739,1554
E02004842,9819,1604
E07000105,129281,18121
E02004996,8453,1307
E02004997,8009,1592
E02004998,6771,1116
E02004999,15004,1802
E02005000,11705,990
E02005001,9035,1305
E02005002,9476,1043
E02005003,9755,689
E02005004,12385,835
E02005005,9496,1416
E02005006,5906,1168
E02005007,9183,1462
E02005008,8240,2241
E02005009,5863,1155
E07000106,164553,24690
E02005010,7956,1289
E02005011,7657,1979
E02005012,8978,1641
E02005013,8421,1748
E02005014,8771,2184
E02005015,9429,1430
E02005016,7976,1514
E02005017,6980,1121
E02005018,8895,1733
E02005019,6532,1024
E02005020,7473,1219
E02005021,11979,1299
E02005022,9344,746
E02005023,10143,657
E02005025,10798,1219
E02005026,8059,1077
E02005027,5556,1126
E02006855,6942,468
E02006856,12664,1216
E07000107,109709,11378
E02005028,11876,703
E02005029,11783,557
E02005030,11088,774
E02005031,8513,617
E02005032,10086,669
E02005033,7457,634
E02005034,7504,983
E02005035,8381,1073
E02005036,6562,651
E02005037,7168,1284
E02005038,5841,1084
E02005039,6774,951
E02005040,6676,1398
E07000108,116969,19648
E02005041,7203,1274
E02005042,9108,1968
E02005043,7460,1532
E02005044,6601,1378
E02005045,9281,1349
E02005046,7338,942
E02005047,7737,1571
E02005048,6766,1372
E02005049,7045,1906
E02005050,9744,1876
E02005051,14173,1197
E02005052,8109,1155
E02005053,9601,818
E02005054,6803,1310
E07000109,106385,13507
E02005055,8870,583
E02005056,10748,1005
E02005057,11377,1056
E02005058,8048,748
E02005059,9690,1228
E02005060,7847,1158
E02005061,7318,909
E02005062,6992,1048
E02005063,6907,938
E02005064,6664,1281
E02005065,8350,865
E02005066,7708,1677
E02005067,5866,1011
E07000110,169955,23834
E02005068,7155,836
E02005069,9190,1300
E02005070,9152,2104
E02005071,11785,804
E02005072,7565,1253
E02005073,12393,988
E02005074,8156,1556
E02005075,10693,1015
E02005076,9981,775
E02005077,8189,1105
E02005078,8989,1671
E02005079,8867,1621
E02005080,12444,1478
E02005081,6613,1470
E02005082,11060,1407
E02005083,7167,1314
E02005084,7208,1197
E02005085,7133,971
E02005086,6215,969
E07000111,120293,18880
E02005087,7124,1128
E02005088,9635,1249
E02005089,6469,1106
E02005090,6040,1446
E02005091,7026,1199
E02005093,6025,1363
E02005094,9326,1262
E02005095,7537,1357
E02005096,10032,1281
E02005097,9936,1366
E02005098,10469,1694
E02005099,7952,1186
E02005100,9694,1453
E02005101,6963,1000
E02006832,6065,790
E07000112,112578,19982
E02005102,6419,1436
E02005103,10243,1219
E02005104,8235,1126
E02005105,7924,649
E02005106,9610,1157
E02005107,12856,2121
E02005109,6815,1969
E02005110,6962,1489
E02005111,7477,2025
E02005112,7281,1725
E02005113,7400,1741
E02005114,6727,1234
E02006879,7471,756
E02006880,7158,1335
E07000113,148519,20306
E02005115,6768,465
E02005116,6654,749
E02005117,6234,1302
E02005118,10853,1258
E02005119,6061,1003
E02005120,8576,1316
E02005121,14110,1002
E02005122,7198,1239
E02005123,12440,1429
E02005124,8886,1067
E02005125,8426,944
E02005126,8066,1506
E02005127,9003,1549
E02005128,8609,1367
E02005129,11464,1776
E02005130,8728,1341
E02005131,6443,993
E07000114,141819,24194
E02005132,11368,1146
E02005133,8559,2231
E02005134,7891,667
E02005135,8022,991
E02005136,7761,1293
E02005137,8062,996
E02005138,9270,1814
E02005139,8804,2687
E02005140,7651,1979
E02005141,7404,1551
E02005142,7346,1520
E02005143,8381,1225
E02005144,8910,991
E02005145,7547,1379
E02005146,8317,767
E02005147,8836,1195
E02005148,7690,1762
E07000115,130508,18069
E02005149,10927,1452
E02005150,11736,1226
E02005151,12736,1737
E02005153,9409,1499
E02005154,11645,1833
E02005155,12775,1185
E02005156,7250,1243
E02005157,6875,1189
E02005158,6804,1158
E02005159,7801,1551
E02005160,12304,1387
E02005161,8667,783
E02006833,11579,1826
E07000116,118054,16726
E02005162,10422,1604
E02005163,8248,988
E02005164,8340,1033
E02005165,7782,1446
E02005166,7191,702
E02005167,7881,1345
E02005168,7810,993
E02005169,9837,751
E02005170,10136,1443
E02005171,6514,854
E02005172,8766,1237
E02005173,8731,1434
E02005174,7614,1383
E02005175,8782,1513
E07000177,149161,19394
E02005921,5555,1028
E02005922,8247,691
E02005923,5929,664
E02005924,11609,1049
E02005925,8501,804
E02005926,8199,1644
E02005927,5164,758
E02005928,9465,1539
E02005929,6872,1185
E02005930,8201,1315
E02005931,10080,1070
E02005932,6679,395
E02005933,7368,825
E02005934,8810,1187
E02005935,7808,765
E02005936,11508,1389
E02005937,6800,1296
E02005938,5625,775
E02005939,6741,1015
E07000178,154327,13495
E02005940,5702,954
E02005941,7025,933
E02005942,6649,811
E02005943,6251,922
E02005944,6972,668
E02005945,14459,1111
E02005946,7672,907
E02005947,17864,492
E02005948,7189,533
E02005949,7423,536
E02005950,10796,616
E02005951,5767,596
E02005952,13737,980
E02005953,5197,374
E02005954,9395,1197
E02005955,9960,839
E02005956,5893,595
E02005957,6376,431
E07000179,140504,21847
E02005958,5410,685
E02005959,5615,931
E02005960,6882,1211
E02005961,6678,1132
E02005962,8848,1442
E02005963,8120,1315
E02005964,7098,1286
E02005965,5522,1010
E02005966,7973,346
E02005967,8669,870
E02005968,7575,1031
E02005969,9339,1539
E02005970,5429,392
E02005971,6228,913
E02005972,9194,1486
E02005973,5619,1276
E02005974,6152,1052
E02005975,8127,1540
E02005976,6201,1162
E02005977,5825,1228
E07000180,133732,19630
E02005978,7577,1371
E02005979,9963,1538
E02005980,12074,1705
E02005981,8944,1066
E02005982,6001,880
E02005983,11557,1570
E02005984,8110,1203
E02005985,7946,1230
E02005986,10007,1423
E02005987,9011,1259
E02005988,7692,1048
E02005991,9828,1705
E02005992,12140,1719
E02006886,12882,1913
E07000181,109800,17369
E02005993,6799,1169
E02005994,6444,1135
E02005995,6079,1177
E02005996,8459,1529
E02005997,5606,1037
E02005998,6170,1257
E02005999,6245,1142
E02006000,12106,1590
E02006001,5933,757
E02006002,10852,1823
E02006003,5513,1007
E02006004,6075,1104
E02006005,9618,655
E02006006,6970,773
E02006007,6931,1214
E07000207,136626,18502
E02006317,5942,872
E02006318,6530,943
E02006319,6911,869
E02006320,6770,633
E02006321,6495,879
E02006322,6581,720
E02006323,7386,1062
E02006324,7695,785
E02006325,9592,1178
E02006326,6743,924
E02006327,6547,1056
E02006328,9238,1199
E02006329,7423,1111
E02006330,9762,1564
E02006331,7091,1064
E02006332,6324,912
E02006333,10488,1464
E02006334,9108,1267
E07000208,79928,10684
E02006335,7902,1277
E02006336,6965,703
E02006337,8963,1343
E02006338,6995,1008
E02006339,10921,855
E02006341,9898,1216
E02006342,8484,1203
E02006343,8754,1211
E02006837,11046,1868
E07000209,147889,17908
E02006344,8768,1557
E02006345,6867,862
E02006346,10224,1782
E02006347,7521,973
E02006348,8822,1361
E02006349,8777,746
E02006350,6553,579
E02006351,8728,907
E02006352,6933,605
E02006353,6406,884
E02006354,9756,1453
E02006355,9810,540
E02006356,12208,783
E02006357,6210,849
E02006358,9994,669
E02006359,6283,824
E02006360,8326,1522
E02006361,5703,1012
E07000210,87253,15289
E02006362,6725,1224
E02006363,6204,1120
E02006364,7433,744
E02006365,6310,1257
E02006366,7992,1449
E02006367,5752,1334
E02006368,5526,1242
E02006369,6386,1455
E02006370,6248,927
E02006371,7383,1205
E02006372,6509,952
E02006373,7663,1234
E02006374,7122,1146
E07000211,147757,19637
E02006375,6641,1002
E02006376,9283,1891
E02006377,6095,1121
E02006378,9136,1213
E02006379,6606,634
E02006380,7098,1428
E02006381,7264,1339
E02006382,6659,645
E02006383,10185,1550
E02006384,11019,1273
E02006385,11456,752
E02006386,8448,983
E02006387,6589,841
E02006388,9054,910
E02006389,6951,1026
E02006390,8384,1113
E02006391,7785,716
E02006392,9104,1200
E07000212,88000,11083
E02006393,6601,694
E02006394,12769,1031
E02006395,9768,957
E02006396,6093,1061
E02006397,6474,960
E02006398,8239,979
E02006399,11841,1561
E02006400,5853,890
E02006401,10368,1417
E02006402,9994,1533
E07000213,99334,13712
E02006403,6405,633
E02006404,7684,737
E02006405,10942,1433
E02006406,8709,813
E02006407,8770,1349
E02006408,8464,1125
E02006409,6830,838
E02006410,8311,927
E02006411,7125,1207
E02006412,7375,1198
E02006413,6037,1069
E02006414,6171,947
E02006415,6511,1436
E07000214,88874,12973
E02006416,8278,1393
E02006417,6092,843
E02006418,6727,1202
E02006419,8126,860
E02006420,7732,1387
E02006421,8691,1118
E02006422,6258,854
E02006423,11142,1489
E02006424,6291,1092
E02006425,6520,882
E02006426,5583,694
E02006427,7434,1159
E07000215,87496,13400
E02006429,7845,970
E02006430,9662,1065
E02006431,11279,1410
E02006432,5806,1045
E02006433,9422,1738
E02006434,6365,904
E02006435,6246,874
E02006436,6148,932
E02006437,8719,1617
E02006438,8161,1426
E02006790,7843,1419
E07000216,125610,20763
E02006439,5892,967
E02006440,7056,1043
E02006441,8347,1253
E02006442,6280,1146
E02006443,7247,1144
E02006444,7067,942
E02006445,7971,983
E02006446,6914,1173
E02006447,6331,1007
E02006448,7422,970
E02006449,6980,1368
E02006450,7260,1041
E02006451,11177,2225
E02006453,8046,1669
E02006454,6718,1245
E02006455,6182,917
E02006839,8720,1670
E07000217,101167,12495
E02006456,7676,1070
E02006457,8982,1710
E02006458,9051,1460
E02006459,10586,631
E02006460,8993,878
E02006461,6781,1156
E02006462,8126,881
E02006463,10714,995
E02006464,6662,999
E02006465,6064,859
E02006466,10650,961
E02006467,6882,895
E07000223,63869,11129
E02006534,8815,1401
E02006535,7263,1354
E02006536,7354,1166
E02006537,10582,1492
E02006538,9059,1488
E02006539,7229,1362
E02006540,5803,1184
E02006541,7764,1682
E07000224,159827,34547
E02006542,5681,1286
E02006543,5531,1175
E02006544,10589,2010
E02006545,10292,1092
E02006546,10251,2211
E02006547,6476,998
E02006548,9566,1768
E02006549,5987,2176
E02006550,9309,2320
E02006551,8109,3408
E02006552,7351,1128
E02006553,8812,1413
E02006554,6703,1775
E02006555,7870,1087
E02006556,9786,2357
E02006557,7994,961
E02006558,11877,1896
E02006559,8320,2926
E02006560,9323,2560
E07000225,120750,24486
E02006561,6791,1057
E02006562,6024,1107
E02006563,5861,1154
E02006564,7874,1748
E02006565,8070,1815
E02006566,7991,1845
E02006567,7414,1462
E02006568,12005,1778
E02006569,8458,1812
E02006570,9174,1683
E02006571,8797,1606
E02006572,10361,1436
E02006573,11176,2999
E02006574,10754,2984
E07000226,112448,10622
E02006575,8663,684
E02006576,8679,975
E02006577,8413,1062
E02006578,11309,1015
E02006579,8157,883
E02006580,8273,1061
E02006581,9074,952
E02006582,7945,570
E02006583,9220,1113
E02006584,7834,465
E02006585,7735,974
E02006586,8120,313
E02006587,9026,555
E07000227,142217,23500
E02006588,8610,1053
E02006589,11314,1598
E02006590,8969,1288
E02006591,8412,1171
E02006592,6664,1073
E02006593,11369,1777
E02006594,10245,1110
E02006595,8837,1450
E02006596,9239,917
E02006597,10613,1590
E02006598,5580,894
E02006599,6913,2027
E02006600,9854,2263
E02006601,8714,1835
E02006602,8225,1426
E02006603,8659,2028
E07000228,149716,22519
E02006604,12866,1888
E02006605,6455,948
E02006606,8516,1195
E02006607,8186,1439
E02006608,6316,1123
E02006609,6930,1082
E02006610,7482,1108
E02006611,11285,2086
E02006612,11893,1617
E02006613,7842,894
E02006614,11734,1528
E02006615,7020,651
E02006616,8785,1308
E02006617,9391,1344
E02006618,6316,1199
E02006619,8807,1079
E02006620,9892,2030
E07000229,110025,18556
E02006621,7611,2034
E02006622,8047,1573
E02006623,8138,1214
E02006624,7502,1097
E02006625,8182,825
E02006626,8855,848
E02006627,9220,1571
E02006628,9360,860
E02006629,7950,1081
E02006630,8738,1947
E02006631,10171,1407
E02006632,8208,1758
E02006633,8043,2341
E06000022,192106,26761
E02002985,6163,1031
E02002986,6152,1048
E02002987,5630,1186
E02002988,5617,894
E02002989,5734,1000
E02002990,6160,590
E02002991,11170,1467
E02002992,6028,840
E02002993,6583,521
E02002994,10472,1918
E02002995,5922,496
E02002996,13140,1158
E02002997,7921,619
E02002998,6010,595
E02002999,5609,834
E02003000,9666,1901
E02003001,5585,875
E02003002,5741,804
E02003003,6007,771
E02003004,6573,1071
E02003005,6520,1144
E02003006,9832,1204
E02003007,9173,1302
E02003008,6116,681
E02003009,6125,967
E02003010,6786,771
E02003011,5671,1073
E06000058,395784,63697
E02003172,6333,1136
E02003173,6463,1336
E02003174,8026,1465
E02003175,9199,1175
E02003176,7438,837
E02003177,8124,956
E02003178,8503,1177
E02003179,6559,1094
E02003180,9657,732
E02003181,8703,1033
E02003182,6548,964
E02003183,7052,1104
E02003184,8197,639
E02003185,7589,924
E02003186,9287,615
E02003187,9460,986
E02003188,12578,1398
E02003189,8708,1599
E02003190,10655,819
E02003191,8295,2068
E02003192,13135,1457
E02006883,5924,1232
E02006885,7922,1406
E02003194,6136,1427
E02003195,5532,733
E02003196,10160,2419
E02003197,6794,886
E02003198,7392,881
E02003199,9151,1534
E02003200,10254,1531
E02003201,10910,1301
E02003202,6290,877
E02003203,7507,815
E02003204,9098,1503
E02003205,8269,1374
E02003206,9965,1314
E02003207,7204,917
E02003208,11776,1925
E02003209,6472,1004
E02003210,9613,1995
E02003211,8874,2981
E02004236,6069,1360
E02004237,8211,1659
E02004238,7430,2627
E02004239,6020,1681
E02004240,6416,789
E02004241,9505,1954
E02004242,6381,2058
E06000023,463405,43216
E02003012,11469,1371
E02003013,12044,1353
E02003014,8328,743
E02003015,6747,715
E02003016,8252,548
E02003017,6118,1234
E02003018,5877,775
E02003019,9824,1172
E02003020,6587,1381
E02003021,7561,598
E02003022,5912,1069
E02003023,6668,844
E02003024,9612,1192
E02003025,7614,757
E02003026,9414,1551
E02003027,12821,715
E02003028,8582,844
E02003029,6409,537
E02003030,7851,545
E02003031,10724,497
E02003032,8167,736
E02003033,9296,510
E02003034,13376,521
E02003036,10114,392
E02003037,9124,504
E02003038,6538,692
E02003039,8737,799
E02003040,9743,759
E02003041,6256,634
E02003043,18164,536
E02003044,5834,732
E02003045,7328,509
E02003046,9779,771
E02003047,11081,847
E02003048,7207,360
E02003049,7686,965
E02003050,9692,836
E02003051,7183,385
E02003052,6870,749
E02003053,8274,918
E02003054,6597,670
E02003055,8405,691
E02003056,7614,647
E02003057,5916,853
E02003058,9133,1245
E02003059,6154,759
E02003060,10746,1808
E02003061,6107,656
E02003062,5931,657
E02003063,6941,1290
E02003064,7162,642
E02006887,9415,306
E02006888,7163,378
E02006889,8238,500
E02006890,9020,518
E06000052,565968,100553
E02003931,10624,2174
E02003932,7514,1333
E02003933,7116,1491
E02003934,7250,1343
E02003935,10693,1446
E02003936,8432,1812
E02003937,5612,1390
E02003938,7033,1324
E02003939,6940,1567
E02003892,6341,1353
E02003940,6151,1292
E02003893,6585,1225
E02003894,8384,1419
E02003941,8278,1178
E02003942,7939,1127
E02003895,8756,1323
E02003896,5837,1046
E02003952,8410,1250
E02003953,11344,1796
E02003954,7277,1153
E02003955,9908,1521
E02003897,5566,932
E02003898,6787,1366
E02003956,7842,1091
E02003899,5521,1070
E02003900,7164,1144
E02003957,10901,1786
E02003901,7727,1698
E02003902,5275,816
E02003958,8392,1140
E02003959,7219,1195
E02003905,6746,809
E02003906,5830,1098
E02003903,6367,1200
E02003960,6073,1553
E02003961,9868,1803
E02003904,5026,1223
E02003962,7210,1164
E02003963,10044,1858
E02003907,8197,1352
E02003964,8020,2117
E02003908,8376,1343
E02003909,10438,1534
E02003910,6348,1105
E02003918,7064,1293
E02003919,7421,1102
E02003911,9000,2002
E02003912,7986,1723
E02003920,7997,1291
E02003921,6077,1120
E02003922,8494,1104
E02003923,8394,1122
E02003924,7041,1428
E02003943,7060,1457
E02003925,7099,1036
E02003913,6077,1413
E02003944,10036,1931
E02003945,6134,1490
E02003926,8333,1211
E02003914,8279,925
E02003946,9565,1805
E02003915,7949,1003
E02003916,7129,1137
E02003917,8115,1270
E02003947,6626,1360
E02003927,11395,1929
E02003948,8240,1612
E02003949,6650,1272
E02003950,5619,1060
E02003951,5978,1479
E02003928,12235,1718
E02003929,6971,1433
E02003930,9643,1867
E06000059,376484,79806
E02004243,6426,1053
E02004244,7355,1600
E02004245,7825,1531
E02004246,7187,2312
E02004247,6170,1142
E02004248,7598,2534
E02004249,5572,1121
E02004250,7933,2361
E02004251,6493,1534
E02004252,7715,1696
E02004253,9440,2834
E02004254,10175,1717
E02004255,7654,1664
E02004256,9130,1709
E02004257,8782,1518
E02004258,10449,2457
E02004259,7232,1472
E02004260,9128,1335
E02004261,10507,1763
E02004262,7959,1506
E02004263,5880,1087
E02004264,8544,1492
E02004265,8850,1894
E02004266,9011,1314
E02004267,5011,1206
E02004268,9839,2535
E02004269,9922,2501
E02004270,7444,1753
E02004271,9757,2323
E02004272,11772,2373
E02004273,7128,1988
E02004274,6557,1475
E02004275,7502,1827
E02004276,5580,1508
E02004277,12137,2622
E02004278,8945,1717
E02004279,7947,1637
E02004280,8063,1620
E02004281,7532,943
E02004282,8746,2500
E02004283,8739,1736
