MSOA,IMD19,DeprivationDecile
E02003241,12425,4
E02005723,12428.75,4
E02001930,12434.4,4
E02005796,12444.5,4
E02003171,12448.6,4
E02006933,12451,4
E02001550,12455.2,4
E02002265,12457.5,4
E02000938,12458,4
E02001842,12458.6,4
E02003086,12473,4
E02002461,12475.166666666666,4
E02000895,12479.2,4
E02000104,12479.75,4
E02006208,12491.4,4
E02003217,12501.5,4
E02003941,12510.5,4
E02003201,12517.666666666666,4
E02001606,12520.666666666666,4
E02003936,12522.4,4
E02001844,12523.5,4
E02002916,12536,4
E02004637,12542.2,4
E02005420,12548.2,4
E02000378,12549.25,4
E02005459,12553.75,4
E02000629,12557,4
E02000254,12561.2,4
E02000149,12569,4
E02003940,12576.75,4
E02006155,12581,4
E02000180,12591,4
E02000700,12616.8,4
E02001509,12618,4
E02004005,12620.4,4
E02002358,12622,4
E02006869,12625.5,4
E02005719,12629.8,4
E02002780,12642.2,4
E02002156,12642.8,4
E02000063,12649,4
E02001935,12661.6,4
E02000121,12663,4
E02001195,12669,4
E02003089,12671.25,4
E02005002,12673.666666666666,4
E02006540,12674,4
E02005013,12675.4,4
E02002278,12677,4
E02004809,12683,4
E02000529,12684,4
E02000549,12686.333333333334,4
E02000343,12690,4
E02006812,12703.6,4
E02006203,12705.5,4
E02001518,12714,4
E02001953,12717.8,4
E02000531,12723.6,4
E02003291,12727.142857142857,4
E02000316,12727.25,4
E02006684,12732,4
E02003622,12735.666666666666,4
E02004547,12740.8,4
E02003059,12743.5,4
E02003597,12746.25,4
E02000466,12747.6,4
E02005512,12748.833333333334,4
E02000044,12755.4,4
E02004978,12776,4
E02004310,12778.8,4
E02000111,12785.8,4
E02004949,12786.4,4
E02004629,12797.857142857143,4
E02005012,12799,4
E02001642,12799.166666666666,4
E02005879,12802.8,4
E02005747,12811,4
E02001472,12813.75,4
E02000476,12814.4,4
E02002657,12815.8,4
E02003906,12816.25,4
E02000387,12818.25,4
E02005236,12822.285714285714,4
E02002910,12843,4
E02002346,12844.5,4
E02002734,12853.333333333334,4
E02006041,12854,4
E02004520,12859,4
E02004566,12860.75,4
E02001970,12871.5,4
E02001772,12873.75,4
E02000927,12878,4
E02003937,12881.666666666666,4
E02002541,12882.25,4
E02001294,12884.4,4
E02006350,12886.25,4
E02002267,12890.6,4
E02005562,12890.75,4
E02002076,12893,4
E02006484,12900.6,4
E02000131,12901.2,4
E02003921,12906.75,4
E02000192,12911.5,4
E02003051,12916.5,4
E02006806,12918.2,4
E02005286,12918.25,4
E02000710,12933.2,4
E02000956,12937.75,4
E02003709,12947.75,4
E02001317,12955.8,4
E02005118,12956.5,4
E02003992,12957.833333333334,4
E02000637,12962.2,4
E02001976,12962.8,4
E02000888,12966.2,4
E02003631,12967,4
E02002275,12975,4
E02001411,12980,4
E02001388,12984.166666666666,4
E02006379,12992.25,4
E02001592,12995.666666666666,4
E02002565,12998,4
E02001335,13004.2,4
E02001299,13006.4,4
E02004232,13007,4
E02000538,13009.4,4
E02003049,13011.4,4
E02003530,13026.8,4
E02004055,13028.2,4
E02003255,13028.5,4
E02005045,13031,4
E02005474,13034.333333333334,4
E02003178,13037.4,4
E02000190,13047,4
E02006623,13047.2,4
E02004046,13048.25,4
E02004584,13050.5,4
E02006908,13054.333333333334,4
E02002054,13054.75,4
E02001739,13069.6,4
E02001523,13073,4
E02004224,13077.5,4
E02003060,13079.142857142857,4
E02000712,13080.4,4
E02004529,13084.333333333334,4
E02000774,13092.5,4
E02001217,13094.25,4
E02003404,13095.25,4
E02003170,13099.285714285714,4
E02004802,13110,4
E02001654,13110.75,4
E02001995,13115.5,4
E02002951,13119.2,4
E02005667,13123.5,4
E02000677,13126.75,4
E02004359,13127.4,4
E02003496,13130,4
E02000493,13130,4
E02004303,13136.333333333334,4
E02005301,13136.5,4
E02000573,13140.8,4
E02003578,13147.75,4
E02001635,13153.5,4
E02002456,13154.75,4
E02003418,13155.333333333334,4
E02004036,13158.333333333334,4
E02003902,13159.25,4
E02001508,13161.8,4
E02006114,13166.5,4
E02004103,13166.8,4
E02004010,13168.4,4
E02000152,13177.25,4
E02000460,13179.5,4
E02001426,13187,4
E02005739,13187.333333333334,4
E02003943,13190,4
E02002974,13192,4
E02001800,13194.4,4
E02001433,13196,4
E02005194,13198.333333333334,4
E02000443,13199.4,4
E02003663,13207.25,4
E02004176,13210,4
E02001022,13222.2,4
E02004481,13223,4
E02000196,13226.75,4
E02004386,13234,4
E02000908,13234,4
E02003918,13235.2,4
E02004579,13243,4
E02006575,13244,4
E02004954,13258.75,4
E02000445,13264,4
E02003577,13266,4
E02001785,13266.8,4
E02003938,13287.2,4
E02006311,13288,4
E02001890,13292,4
E02000059,13293,4
E02000905,13293.4,4
E02000109,13303.5,4
E02002180,13305,4
E02005676,13307.75,4
E02001277,13324.4,4
E02005111,13339.2,4
E02006899,13339.75,4
E02002089,13343,4
E02003534,13352,4
E02002592,13353.25,4
E02004220,13353.75,4
E02002150,13356.75,4
E02000382,13365,4
E02003540,13366,4
E02003926,13366.5,4
E02000202,13368.166666666666,4
E02000105,13369.2,4
E02004433,13369.4,4
E02002197,13370.6,4
E02006581,13388,4
E02001420,13389.285714285714,4
E02006853,13393.2,4
E02003871,13396,4
E02004603,13411.4,4
E02001204,13418.166666666666,4
E02004229,13424,4
E02003881,13424.5,4
E02000199,13434.4,4
E02005575,13439.25,4
E02005581,13448.4,4
E02000666,13455.5,4
E02002034,13458,4
E02001077,13463.6,4
E02000400,13466.5,4
E02000291,13466.8,4
E02005571,13470.75,4
E02005698,13474.5,4
E02005145,13478,4
E02001820,13485.8,4
E02000575,13487.857142857143,4
E02005198,13488.8,4
E02005171,13490.5,4
E02000651,13491.6,4
E02000915,13493.8,4
E02002003,13497.833333333334,4
E02004583,13498.6,4
E02000919,13504,4
E02004147,13506.75,4
E02001925,13512.5,4
E02002053,13517,4
E02004946,13517.25,4
E02003023,13518,4
E02003664,13522.25,4
E02003054,13525,4
E02003952,13531,4
E02005142,13532.6,4
E02001163,13538.5,4
E02000516,13544,4
E02000292,13552.666666666666,4
E02003944,13553.6,4
E02000174,13559.4,4
E02003967,13561,4
E02006708,13561.5,4
E02005233,13563.5,4
E02002431,13564.2,4
E02004698,13571.25,4
E02000674,13572.6,4
E02004311,13590.5,4
E02002940,13592.25,4
E02001251,13596,4
E02002935,13615.4,4
E02000110,13617,4
E02006474,13620.25,4
E02006742,13621.4,4
E02006314,13622.5,4
E02006233,13623.5,4
E02005538,13634.333333333334,4
E02001340,13638.333333333334,4
E02005386,13640.2,4
E02003894,13644.25,4
E02002946,13645.6,4
E02000659,13645.6,4
E02004991,13660,4
E02005560,13661,4
E02005924,13665.714285714286,4
E02006524,13668.25,4
E02002536,13670.666666666666,4
E02002909,13671.285714285714,4
E02003574,13672.8,4
E02003802,13681.4,4
E02000701,13683.4,4
E02001201,13688.75,4
E02001130,13692.5,4
E02005791,13697,4
E02004307,13702,4
E02002899,13706.5,4
E02006800,13711,4
E02003931,13711.666666666666,4
E02005032,13713.8,4
E02000064,13720.5,4
E02002801,13726,4
E02001725,13726,4
E02003419,13738.8,4
E02001546,13743,4
E02001502,13745,4
E02001318,13754.2,4
E02002594,13757.75,4
E02000940,13760,4
E02004187,13768.4,4
E02001536,13770.6,4
E02002465,13776.25,4
E02000124,13781.4,4
E02001898,13783.5,4
E02005693,13785.4,4
E02003519,13785.8,4
E02002652,13788.75,4
E02003395,13791.8,4
E02001308,13793,4
E02003057,13795.5,4
E02005569,13798.8,4
E02000514,13799.5,4
E02005136,13808.2,4
E02006016,13817.2,4
E02002679,13824.6,4
E02005737,13825.8,4
E02002524,13833,4
E02000342,13842,4
E02006930,13854.5,4
E02005039,13854.6,4
E02002968,13864.166666666666,4
E02001174,13866.75,4
E02000065,13867.5,4
E02005415,13869.8,4
E02006286,13874.166666666666,4
E02001107,13874.25,4
E02006196,13882.5,4
E02000108,13883,4
E02003165,13893.6,4
E02004215,13895.25,4
E02004516,13908.333333333334,4
E02003981,13909.4,4
E02004456,13910.2,4
E02002412,13913,4
E02001032,13916.8,4
E02005106,13918.666666666666,4
E02004533,13921.2,4
E02001957,13925.6,4
E02004737,13925.8,4
E02003208,13929.42857142857,4
E02006470,13931.285714285714,4
E02006726,13943,4
E02002427,13945.6,4
E02004018,13948.25,4
E02005299,13949.75,4
E02000676,13958.6,4
E02004717,13971.4,4
E02000536,13982.2,4
E02001380,13987.2,4
E02003263,13989.857142857143,4
E02004681,13992.857142857143,4
E02003953,13994.833333333334,4
E02004014,14002.2,4
E02001808,14002.5,4
E02002939,14007.5,4
E02001805,14017,4
E02006149,14017.833333333334,4
E02002689,14023,4
E02003930,14025.4,4
E02000098,14025.8,4
E02000546,14030.4,4
E02002906,14030.75,4
E02000645,14030.8,4
E02004393,14033.75,4
E02000644,14034.4,4
E02006137,14036.8,4
E02000643,14040,4
E02000904,14044.75,4
E02005857,14048.25,4
E02006044,14059.75,4
E02004449,14062.2,4
E02004289,14065.75,4
E02000012,14076.6,4
E02001607,14082.333333333334,4
E02003905,14088,4
E02006287,14090.666666666666,4
E02004172,14097.25,4
E02003666,14101.4,4
E02001036,14108.25,4
E02002695,14114.8,4
E02003234,14114.833333333334,4
E02006197,14116.4,4
E02001017,14117.285714285714,4
E02005848,14118.4,4
E02001759,14119.5,4
E02001761,14119.5,4
E02003543,14121.4,4
E02002311,14121.75,5
E02006892,14125,5
E02006585,14128.8,5
E02001730,14129.142857142857,5
E02000553,14131,5
E02005406,14131.5,5
E02003548,14144.75,5
E02003252,14148,5
E02005329,14149.8,5
E02003537,14150.333333333334,5
E02000543,14156.666666666666,5
E02004184,14156.833333333334,5
E02003270,14157.2,5
E02005539,14160.4,5
E02006472,14168.333333333334,5
E02000480,14168.5,5
E02004747,14173,5
E02002262,14179.6,5
E02005568,14180,5
E02005294,14182.25,5
E02003048,14195.5,5
E02003338,14195.6,5
E02006032,14197.333333333334,5
E02004944,14197.75,5
E02000630,14199.8,5
E02006064,14204.6,5
E02002741,14204.666666666666,5
E02004647,14206.25,5
E02003572,14224,5
E02000539,14224.6,5
E02002877,14225.6,5
E02003965,14225.857142857143,5
E02002110,14232.75,5
E02006121,14234.25,5
E02000027,14234.333333333334,5
E02006469,14239.4,5
E02000844,14240.4,5
E02005949,14246.25,5
E02003126,14250.2,5
E02001505,14252.75,5
E02004206,14261.25,5
E02004741,14269.6,5
E02001978,14270.5,5
E02004970,14287.4,5
E02001984,14290.833333333334,5
E02001993,14291.5,5
E02004554,14292.6,5
E02000750,14294.666666666666,5
E02006087,14295,5
E02003471,14297,5
E02001963,14297,5
E02005425,14304.666666666666,5
E02000268,14312.666666666666,5
E02000663,14316.25,5
E02006238,14319,5
E02005728,14320.2,5
E02003904,14325.75,5
E02006774,14328.2,5
E02003308,14329.5,5
E02005844,14332,5
E02000523,14332.8,5
E02000320,14333.75,5
E02002119,14348,5
E02002160,14350,5
E02006720,14352.25,5
E02001694,14356.75,5
E02003571,14359.25,5
E02002924,14374.25,5
E02003914,14374.75,5
E02001280,14377.4,5
E02004150,14381.2,5
E02002925,14385.166666666666,5
E02003401,14395.4,5
E02002092,14396.2,5
E02000665,14404.5,5
E02000671,14419.8,5
E02005549,14420.75,5
E02005574,14423.666666666666,5
E02004558,14425.5,5
E02001434,14430,5
E02000972,14433.8,5
E02001367,14447.166666666666,5
E02005494,14451.4,5
E02001788,14455,5
E02001185,14457,5
E02006320,14458.75,5
E02002303,14463.5,5
E02000197,14464,5
E02000241,14464.25,5
E02003396,14471.666666666666,5
E02005540,14473.833333333334,5
E02005176,14479.666666666666,5
E02000851,14489.8,5
E02000899,14491.4,5
E02004850,14496.6,5
E02003280,14497.666666666666,5
E02003968,14499.8,5
E02000547,14499.8,5
E02004345,14507.25,5
E02000835,14507.25,5
E02003100,14513.285714285714,5
E02006110,14518.6,5
E02006801,14518.6,5
E02006490,14520,5
E02001602,14521.833333333334,5
E02001001,14527,5
E02003750,14529.5,5
E02002529,14531.5,5
E02003304,14536.666666666666,5
E02000808,14539.6,5
E02001431,14544.6,5
E02001748,14547.2,5
E02000995,14558,5
E02002868,14558.25,5
E02000959,14564.25,5
E02006855,14569.666666666666,5
E02001082,14570,5
E02005583,14575,5
E02003550,14576.2,5
E02000652,14580.8,5
E02004483,14582,5
E02004125,14591.666666666666,5
E02003565,14598.75,5
E02000053,14600.8,5
E02003899,14605.75,5
E02000590,14607.6,5
E02002784,14610.714285714286,5
E02003581,14611.6,5
E02001777,14613.25,5
E02000991,14614.6,5
E02005708,14618.333333333334,5
E02004164,14619.75,5
E02000646,14624,5
E02001934,14624.75,5
E02006240,14631,5
E02001309,14634.75,5
E02001131,14635.75,5
E02006024,14642.166666666666,5
E02006060,14645.2,5
E02005241,14647.5,5
E02000394,14653,5
E02004997,14657.666666666666,5
E02002284,14659.25,5
E02005773,14662,5
E02002853,14665,5
E02005353,14668.333333333334,5
E02000083,14671,5
E02000760,14673,5
E02006773,14689.666666666666,5
E02001454,14690.4,5
E02001151,14691.833333333334,5
E02005496,14694.5,5
E02003972,14698.166666666666,5
E02003648,14699,5
E02005060,14701.8,5
E02005606,14707.75,5
E02006486,14714.4,5
E02000308,14720,5
E02002828,14726.8,5
E02005614,14731.5,5
E02001311,14736.2,5
E02003592,14738,5
E02004158,14741.8,5
E02004111,14742,5
E02003903,14744,5
E02005427,14744.25,5
E02004606,14746.166666666666,5
E02001189,14746.666666666666,5
E02001757,14748.5,5
E02003898,14759.25,5
E02004851,14759.25,5
E02005884,14769.5,5
E02002176,14771.8,5
E02001604,14776,5
E02000535,14776.8,5
E02006840,14782.57142857143,5
E02004780,14786,5
E02003907,14790,5
E02002391,14791.4,5
E02003721,14804.333333333334,5
E02006157,14811.5,5
E02003337,14814,5
E02003544,14818.5,5
E02006497,14819,5
E02002408,14819.2,5
E02002581,14821,5
E02002749,14821.166666666666,5
E02003269,14829.166666666666,5
E02004632,14833.285714285714,5
E02000893,14834.5,5
E02003509,14836.8,5
E02001105,14848.5,5
E02002908,14859.666666666666,5
E02005505,14860,5
E02006180,14860.5,5
E02006175,14861.75,5
E02003080,14862.833333333334,5
E02000952,14873.75,5
E02001231,14875.75,5
E02001936,14875.75,5
E02006764,14876.333333333334,5
E02004231,14877.75,5
E02004117,14878.2,5
E02002504,14883.2,5
E02001959,14885.5,5
E02006857,14886.2,5
E02000860,14897.4,5
E02003752,14910,5
E02005593,14911.8,5
E02000329,14918.75,5
E02005462,14927,5
E02002729,14928.5,5
E02001449,14930.166666666666,5
E02000839,14931.4,5
E02002201,14940,5
E02001100,14940.75,5
E02005129,14943,5
E02003230,14959.2,5
E02006804,14961.25,5
E02001073,14964.166666666666,5
E02002015,14967.25,5
E02000388,14971.8,5
E02005076,14975.4,5
E02000647,14976.8,5
E02000830,14977,5
E02004033,14981.5,5
E02001517,14983.8,5
E02000474,14985,5
E02004399,14990.4,5
E02004087,14991.4,5
E02001104,15001,5
E02000566,15005.4,5
E02003503,15013.5,5
E02006927,15018,5
E02006140,15028.6,5
E02006817,15034,5
E02001115,15041,5
E02005553,15045.833333333334,5
E02006654,15055.833333333334,5
E02003332,15062.75,5
E02006547,15068.25,5
E02001605,15068.75,5
E02000909,15071.2,5
E02004580,15071.75,5
E02000540,15072.6,5
E02002521,15077.5,5
E02004319,15080.6,5
E02003644,15089.2,5
E02005073,15096.5,5
E02000424,15099.75,5
E02006020,15103,5
E02003892,15107,5
E02004173,15111.5,5
E02005131,15115.25,5
E02004155,15135.4,5
E02000381,15136.6,5
E02005839,15138.5,5
E02005085,15139.5,5
E02000097,15140,5
E02002240,15140.714285714286,5
E02006081,15141.75,5
E02000889,15142,5
E02006539,15143,5
E02000459,15144.5,5
E02003180,15147.4,5
E02001796,15152.666666666666,5
E02001040,15158.75,5
E02000496,15159.4,5
E02004834,15161.6,5
E02006917,15162.5,5
E02000069,15168.25,5
E02004902,15170.4,5
E02005514,15172.25,5
E02005842,15179.833333333334,5
E02003132,15183.4,5
E02004191,15184.2,5
E02005123,15193.6,5
E02002366,15195,5
E02002124,15197,5
E02006130,15199.25,5
E02001267,15200.4,5
E02002348,15206.25,5
E02004102,15208.6,5
E02001512,15211.2,5
E02005659,15213,5
E02005240,15216.75,5
E02003955,15218.333333333334,5
E02000983,15220,5
E02006301,15221,5
E02000468,15225.2,5
E02001436,15228.833333333334,5
E02004630,15233,5
E02000463,15235.2,5
E02006194,15235.4,5
E02000166,15235.6,5
E02002259,15240.5,5
E02003398,15245.666666666666,5
E02006758,15247.5,5
E02003320,15249,5
E02006113,15252.5,5
E02005829,15257.5,5
E02004124,15261,5
E02006382,15261.5,5
E02005577,15261.666666666666,5
E02003046,15269.833333333334,5
E02004052,15271,5
E02003920,15271.75,5
E02003184,15273,5
E02006122,15276.5,5
E02000296,15277.8,5
E02006304,15280.6,5
E02003261,15282,5
E02006731,15286.75,5
E02002252,15288.5,5
E02001601,15295.75,5
E02004205,15317.25,5
E02000094,15317.6,5
E02000833,15319.6,5
E02004534,15321.6,5
E02000957,15325.833333333334,5
E02003964,15331.833333333334,5
E02005567,15334.166666666666,5
E02005849,15334.5,5
E02004836,15334.75,5
E02005110,15340.5,5
E02006861,15349.714285714286,5
E02000255,15352.666666666666,5
E02002684,15356.5,5
E02003311,15357.8,5
E02003485,15360.4,5
E02006120,15362.8,5
E02003414,15365.166666666666,5
E02006105,15369.5,5
E02003287,15377,5
E02005504,15378.5,5
E02006015,15380.666666666666,5
E02001987,15383.5,5
E02005481,15383.833333333334,5
E02000593,15393.6,5
E02005579,15395.666666666666,5
E02000974,15403.333333333334,5
E02003720,15406.333333333334,5
E02003209,15411,5
E02002258,15419,5
E02006541,15420.8,5
E02002752,15423.25,5
E02006809,15423.333333333334,5
E02004062,15429.333333333334,5
E02003115,15433.166666666666,5
E02000095,15438,5
E02001208,15450.8,5
E02000312,15452.166666666666,5
E02004271,15465,5
E02002986,15466,5
E02006219,15466.8,5
E02006284,15467,5
E02002656,15468.75,5
E02003591,15469.666666666666,5
E02001083,15472.8,5
E02003978,15476.25,5
E02001098,15477,5
E02006771,15481.25,5
E02001412,15491.833333333334,5
E02006862,15495.25,5
E02004276,15500.333333333334,5
E02002308,15515.5,5
E02006628,15517,5
E02003632,15518.75,5
E02006243,15521,5
E02000280,15523,5
E02006903,15534.285714285714,5
E02003112,15538.5,5
E02005878,15550.714285714286,5
E02005113,15551.75,5
E02000248,15554.25,5
E02002138,15555,5
E02000302,15563.2,5
E02001664,15572.25,5
E02000136,15579.5,5
E02004576,15583,5
E02006313,15596.333333333334,5
E02001456,15602.4,5
E02003518,15602.6,5
E02004512,15602.8,5
E02002114,15605.25,5
E02003816,15610.5,5
E02000814,15614.2,5
E02006255,15627.2,5
E02004948,15631,5
E02002822,15634.75,5
E02002723,15636,5
E02004768,15636.25,5
E02003627,15636.666666666666,5
E02003417,15640.8,5
E02003880,15645.75,5
E02006053,15650.5,5
E02002416,15653,5
E02002898,15656,5
E02001809,15662.2,5
E02000218,15662.75,5
E02006094,15663,5
E02004915,15666,5
E02004181,15666.75,5
E02000917,15676.8,5
E02003868,15711.2,5
E02004348,15718.4,5
E02004673,15721.666666666666,5
E02000997,15724.25,5
E02004275,15726.25,5
E02004868,15728.5,5
E02000435,15746.5,5
E02004847,15750.2,5
E02002462,15766,5
E02005847,15766.25,5
E02000093,15766.666666666666,5
E02002405,15771.8,5
E02004286,15772.666666666666,5
E02006883,15778.75,5
E02001293,15780,5
E02003008,15782.5,5
E02004870,15787.8,5
E02001690,15791.8,5
E02003966,15794,5
E02006729,15797.4,5
E02006931,15803.2,5
E02006316,15806.75,5
E02002812,15813.25,5
E02001007,15819.714285714286,5
E02001455,15821.8,5
E02005625,15822.2,5
E02000675,15826.4,5
E02006289,15827.4,5
E02000045,15828,5
E02005580,15836,5
E02000326,15846.75,5
E02006181,15848.25,5
E02004098,15855,5
E02000559,15859.333333333334,5
E02003036,15860.8,5
E02005824,15861.333333333334,5
E02006409,15861.75,5
E02004898,15862.2,5
E02004130,15864,5
E02000631,15864,5
E02001558,15869.5,5
E02002927,15869.714285714286,5
E02005219,15874.166666666666,5
E02005242,15874.25,5
E02003242,15875.8,5
E02002466,15875.833333333334,5
E02006353,15877.5,5
E02005692,15881.25,5
E02004346,15883,5
E02004782,15883.8,5
E02000267,15884.25,5
E02000834,15885.2,5
E02006018,15885.857142857143,5
E02006496,15886,5
E02003409,15893.285714285714,5
E02002273,15899.5,5
E02004318,15901.5,5
E02006578,15905.5,5
E02005047,15913.6,5
E02001401,15920.6,5
E02002250,15921.8,5
E02002319,15926.25,5
E02002205,15927,5
E02002759,15935,5
E02005150,15937.6,5
E02000946,15940.4,5
E02006710,15941,5
E02000210,15944.6,5
E02000125,15945.5,5
E02003646,15952.166666666666,5
E02003633,15958.8,5
E02005716,15959.166666666666,5
E02000439,15963,5
E02001571,15969,5
E02004777,15970.333333333334,5
E02004008,15976,5
E02006220,15981.6,5
E02004095,15982.5,5
E02001229,15985.166666666666,5
E02000258,15986.5,5
E02004385,15990.6,5
E02003908,15997,5
E02002117,15997.5,5
E02004126,16007.75,5
E02006435,16009.5,5
E02003755,16012.2,5
E02005383,16014,5
E02005820,16017.75,5
E02006210,16028,5
E02006678,16038,5
E02004217,16038.4,5
E02005894,16039,5
E02005671,16048.25,5
E02000772,16049.75,5
E02000509,16053,5
E02003593,16056,5
E02001242,16064.25,5
E02000979,16064.6,5
E02001089,16065.8,5
E02000449,16068,5
E02005827,16068.4,5
E02004274,16073.25,5
E02001484,16074.2,5
E02004059,16075.2,5
E02004911,16083.5,5
E02005388,16091.25,5
E02000238,16094.6,5
E02004854,16099.25,5
E02001810,16107.666666666666,5
E02005510,16116.2,5
E02004718,16116.4,5
E02004230,16118,5
E02002038,16121.5,5
E02000390,16139,5
E02005471,16139.6,5
E02005610,16140.166666666666,5
E02005006,16150,5
E02002754,16155.8,5
E02001102,16156,5
E02002322,16157.25,5
E02006928,16159.25,5
E02005434,16166,5
E02006751,16169.75,5
E02005511,16173.4,5
E02001353,16183.8,5
E02005950,16196.42857142857,5
E02006871,16210.666666666666,5
E02002550,16221.5,5
E02006234,16222.5,5
E02000455,16223.5,5
E02000891,16231.25,5
E02006875,16236.2,5
E02002450,16237.75,5
E02001751,16239,5
E02005828,16242,5
E02005478,16242.857142857143,5
E02006013,16245,5
E02002078,16248.75,5
E02000264,16255.2,5
E02002178,16255.6,5
E02003516,16257.6,5
E02003043,16261,5
E02000977,16263.25,5
E02006066,16285,5
E02005468,16286,5
E02003133,16290.4,5
E02001145,16295.4,5
E02004026,16295.75,5
E02004054,16300.5,5
E02003988,16305,5
E02003747,16307.25,5
E02001975,16314.6,5
E02002631,16316.5,5
E02006241,16317,5
E02006014,16317.8,5
E02000696,16317.8,5
E02003977,16328.75,5
E02003168,16332.2,5
E02001596,16339.833333333334,5
E02003297,16341,5
E02003355,16341.75,5
E02002213,16356,5
E02001821,16361.75,5
E02005467,16362.25,5
E02006748,16370.5,5
E02005507,16372,5
E02004041,16373,5
E02001758,16374.5,5
E02003595,16375,5
E02002429,16376.2,5
E02005043,16380.8,5
E02004955,16382.5,5
E02002721,16385.25,5
E02006419,16385.8,5
E02004560,16387.4,5
E02001230,16394.25,5
E02001600,16395.166666666668,5
E02005020,16400.2,5
E02005206,16404.4,5
E02006638,16404.5,5
E02002425,16409.6,5
E02005201,16415.4,5
E02005662,16419.25,5
E02006045,16422.75,5
E02004391,16427,5
E02004791,16430,5
E02005655,16430.75,5
E02003259,16448.5,5
E02005186,16449.75,5
E02004844,16451.8,5
E02002432,16454.6,5
E02002449,16455.8,5
E02005041,16484.75,5
E02005843,16487.5,5
E02003647,16498.4,5
E02001345,16509.5,5
E02006027,16517.25,5
E02006070,16517.75,5
E02004999,16522.333333333332,5
E02006108,16526.8,5
E02005446,16527.75,5
E02001613,16531.571428571428,5
E02003495,16534.4,5
E02006878,16542.333333333332,5
E02003283,16546.285714285714,5
E02004457,16546.6,5
E02004295,16547.2,5
E02003546,16549.4,5
E02003392,16550.2,5
E02004700,16550.5,5
E02000602,16559.8,5
E02005157,16561.2,5
E02006822,16562.666666666668,5
E02002331,16567.75,5
E02003945,16574.666666666668,5
E02006040,16575.75,5
E02000552,16585.8,5
E02003316,16592,5
E02006858,16592.5,5
E02006031,16596.75,5
E02005389,16599,5
E02001598,16602.166666666668,5
E02000041,16604.4,5
E02001965,16608,5
E02006090,16608.25,5
E02006355,16610.75,5
E02006782,16616,5
E02000973,16621.833333333332,5
E02004283,16622.2,5
E02004816,16627.4,5
E02002663,16629,5
E02003870,16631.714285714286,5
E02004642,16634.285714285714,5
E02003796,16637.4,5
E02005703,16646.5,5
E02000479,16647.8,5
E02006169,16671,5
E02002244,16671.25,5
E02005272,16676.4,5
E02005707,16678.8,5
E02002314,16695,5
E02001258,16700.8,5
E02002395,16703.75,5
E02006779,16708.5,5
E02000561,16709.25,5
E02002905,16710.25,5
E02002444,16716,5
E02001343,16720,5
E02004287,16720.75,5
E02002435,16733.4,5
E02000193,16742.25,5
E02005224,16743.5,5
E02003639,16760.6,5
E02000251,16763,5
E02002922,16767.5,5
E02006178,16767.6,5
E02001989,16772,5
E02000379,16793.25,5
E02004353,16795,5
E02001847,16802,5
E02003185,16803.2,5
E02005727,16804,5
E02004952,16804.2,5
E02005469,16804.5,5
E02003912,16805.2,5
E02005677,16805.8,5
E02002658,16807.2,5
E02004083,16808,5
E02003732,16809.4,5
E02005901,16818.6,5
E02004049,16821.166666666668,5
E02002442,16823.25,5
E02004917,16825.6,5
E02004129,16825.666666666668,5
E02000396,16828,5
E02003487,16829.2,6
E02005306,16830.75,6
E02001770,16839.8,6
E02002616,16848.6,6
E02004333,16848.8,6
E02002340,16852.5,6
E02003568,16855.8,6
E02004259,16857.25,6
E02001527,16866.25,6
E02003507,16869.166666666668,6
E02000763,16873.75,6
E02006568,16874,6
E02005465,16882.2,6
E02003749,16883.5,6
E02006843,16895.8,6
E02004971,16897,6
E02000976,16898.333333333332,6
E02004693,16906.6,6
E02005877,16906.8,6
E02006919,16907.6,6
E02001429,16908.8,6
E02004021,16911.666666666668,6
E02006017,16917,6
E02005382,16918.833333333332,6
E02002751,16920,6
E02004460,16926.666666666668,6
E02002835,16934.333333333332,6
E02005704,16938.714285714286,6
E02006030,16946.75,6
E02006074,16949.166666666668,6
E02003542,16950,6
E02004875,16953,6
E02004443,16953.4,6
E02005665,16955.6,6
E02002200,16959.166666666668,6
E02002247,16962.166666666668,6
E02006920,16963.25,6
E02005886,16965.166666666668,6
E02000380,16969.25,6
E02004811,16971.2,6
E02006807,16973.4,6
E02001922,16975.2,6
E02005837,16979,6
E02005009,16985.75,6
E02002373,17007,6
E02004845,17009,6
E02003556,17016.25,6
E02004778,17017,6
E02004487,17023.2,6
E02005498,17028,6
E02000385,17028,6
E02001342,17035.6,6
E02006023,17046.428571428572,6
E02001276,17047.4,6
E02005798,17052.666666666668,6
E02000668,17054.5,6
E02004368,17057.75,6
E02006702,17061,6
E02000452,17064,6
E02002760,17064.5,6
E02001042,17074,6
E02000244,17082,6
E02002738,17091.6,6
E02005084,17095.75,6
E02004190,17096.6,6
E02003295,17098.571428571428,6
E02000328,17118,6
E02000781,17121,6
E02006550,17125.166666666668,6
E02004683,17125.5,6
E02004904,17132,6
E02003129,17133.25,6
E02004180,17136.333333333332,6
E02000603,17139.6,6
E02004108,17139.8,6
E02005645,17144.833333333332,6
E02001672,17145,6
E02006436,17162.5,6
E02005573,17162.666666666668,6
E02000583,17163.6,6
E02006574,17163.714285714286,6
E02004277,17166.285714285714,6
E02000130,17168.2,6
E02000383,17168.666666666668,6
E02006553,17179.4,6
E02000951,17184.75,6
E02004634,17188,6
E02006657,17188.833333333332,6
