LSOACode,MY2018AllPopulation
E01019641,1491
E01019652,1716
E01019653,1500
E01019707,1383
E01019708,1769
E01019647,2168
E01019675,1654
E01019679,1757
E01019682,1682
E01019642,1402
E01019643,1713
E01019654,1554
E01019655,1642
E01019676,1466
E01019677,1470
E01019678,1746
E01019680,1912
E01019681,1470
E01019698,1364
E01019697,1504
E01019699,1622
E01019700,2268
E01019705,1889
E01019706,1303
E01019709,1357
E01019638,1321
E01019639,1480
E01019640,1481
E01019645,1520
E01032614,1254
E07000037,92221
E01019733,1428
E01019752,1412
E01019753,1427
E01019763,2086
E01019728,1192
E01019729,1354
E01019730,2093
E01019731,1223
E01019732,1508
E01019738,1478
E01019739,1688
E01019740,1144
E01019750,1311
E01019751,2416
E01019768,2179
E01019727,1763
E01019749,1230
E01019754,1758
E01019756,1791
E01019757,1350
E01019758,1585
E01019746,1555
E01019747,1173
E01019748,1585
E01019755,2039
E01019766,1447
E01019711,1281
E01019734,2007
E01019743,1439
E01019744,1399
E01019745,1104
E01019712,1520
E01019713,1229
E01019764,1622
E01019765,1845
E01019767,1620
E01019710,2032
E01019715,1517
E01019717,1410
E01019722,1709
E01019723,1878
E01019716,1307
E01019724,1249
E01019759,1590
E01019760,1355
E01019761,1714
E01019714,2762
E01019725,1500
E01019726,1347
E01019762,1766
E01019735,1417
E01019736,1076
E01019737,1154
E01019742,1087
E01019718,2166
E01019719,2060
E01019720,1507
E01019721,1310
E01019741,1027
E07000038,101125
E01019801,1122
E01019802,1324
E01019803,1291
E01019804,1333
E01019805,1318
E01019806,1626
E01019807,1543
E01019778,1604
E01019779,1592
E01019790,1891
E01019816,1685
E01019780,1443
E01019781,1414
E01019782,1325
E01019786,1559
E01019827,1834
E01019770,1919
E01019787,1780
E01019788,1591
E01019794,1395
E01019783,1289
E01019784,1229
E01019785,1246
E01019793,1377
E01019795,2259
E01019798,1561
E01019821,1432
E01019822,1654
E01019823,1125
E01019771,2061
E01019772,1667
E01019828,1423
E01019829,1407
E01019796,1145
E01019797,1584
E01019799,2207
E01019800,1746
E01019808,1637
E01019826,1411
E01019769,1874
E01019774,1617
E01019824,1367
E01019830,1354
E01019831,1366
E01019809,1083
E01019810,1472
E01019811,1479
E01019812,1979
E01019813,1730
E01019825,1479
E01019773,2467
E01019775,1920
E01019776,1323
E01019777,2487
E01019814,1818
E01019817,1216
E01019818,1614
E01019819,1585
E01019820,1539
E01019791,1773
E01019792,2036
E01019815,2771
E01032586,1727
E07000039,104493
E01019839,1912
E01019845,1320
E01019846,1384
E01019866,2485
E01019840,1704
E01019841,1526
E01019847,1441
E01019848,2607
E01033532,1681
E01033533,1550
E01033534,1190
E01019873,2409
E01019874,1502
E01019875,1450
E01019881,1949
E01019882,1926
E01019832,1760
E01019833,1987
E01019834,1850
E01019835,2146
E01019867,1724
E01019868,1897
E01019869,1609
E01019880,1772
E01019843,1555
E01019853,1601
E01019854,2094
E01019855,1574
E01019844,1512
E01019856,1504
E01019857,1386
E01019858,1667
E01019859,1739
E01019860,1300
E01019861,1823
E01019862,1600
E01019863,1771
E01019864,1478
E01019865,1331
E01019876,1932
E01019877,1898
E01019878,1550
E01019879,1886
E01019850,1813
E01019851,1596
E01019852,2245
E01019870,1685
E01019871,1764
E01019872,2063
E01019837,2076
E01019838,1612
E01033531,3711
E01033536,1848
E01033537,1527
E01019842,1809
E01019883,3419
E01019885,1837
E01033535,1506
E07000129,100421
E01025631,1394
E01025632,1449
E01025633,1844
E01025635,1338
E01025634,1769
E01025638,1420
E01025639,1310
E01025640,1604
E01025645,1209
E01025666,1482
E01025667,1214
E01025668,2426
E01025669,2295
E01025636,1427
E01025637,1438
E01025652,1364
E01025653,1565
E01025654,1196
E01025655,1586
E01025656,1323
E01025625,1290
E01025626,1435
E01025627,2590
E01025651,1614
E01025657,1948
E01025660,1760
E01025641,1766
E01025642,1916
E01025643,1681
E01025649,1802
E01025650,1506
E01025610,1644
E01025611,1476
E01025612,1977
E01025658,1874
E01025659,1907
E01025615,2135
E01025646,1714
E01025647,1584
E01025648,2234
E01025613,1461
E01025614,1664
E01025620,1112
E01025621,1238
E01025644,1631
E01025616,1892
E01025617,2053
E01025618,1694
E01025619,2106
E01025661,2302
E01025662,1775
E01025663,1419
E01025664,1319
E01025665,1729
E01025622,1789
E01025623,1608
E01025624,2390
E01025629,1521
E01025630,1811
E01032603,1401
E07000130,182643
E01025692,2211
E01025693,2202
E01033386,2176
E01025699,1546
E01025700,2097
E01025701,1692
E01025703,2251
E01025704,1809
E01025705,1699
E01025706,1775
E01025720,2779
E01025721,1960
E01025722,1030
E01025723,2376
E01025724,1710
E01025725,1332
E01025695,1491
E01025696,1342
E01025697,1340
E01025698,1506
E01025744,2262
E01025745,1370
E01025746,1812
E01025747,1925
E01025740,1434
E01025741,1419
E01025742,1646
E01025743,1995
E01025689,2876
E01025690,5296
E01025707,1837
E01025709,2484
E01025760,1395
E01025761,1808
E01025768,1513
E01025769,1689
E01025702,1187
E01025715,1556
E01025716,1603
E01025717,2703
E01025718,1668
E01025719,1531
E01025708,1303
E01025710,1185
E01025711,1532
E01025712,1489
E01025713,1571
E01025714,3070
E01025674,1553
E01025675,1599
E01025676,2570
E01025677,1427
E01025732,1790
E01025733,1821
E01025734,1733
E01025735,1978
E01025748,2150
E01025749,2180
E01025750,1752
E01025751,2272
E01025726,2076
E01025727,1624
E01025728,1888
E01025729,1573
E01025737,2162
E01025739,2118
E01025685,1331
E01025686,1510
E01025730,2158
E01025731,1701
E01025687,1670
E01025688,1895
E01025736,1380
E01025738,1614
E01025756,2004
E01025757,1500
E01025758,1841
E01025759,1470
E01025752,2878
E01025753,1564
E01025754,1252
E01025755,1537
E01025679,3959
E01025680,1743
E01025681,1620
E01025682,1420
E01025678,1779
E01025683,1745
E01025684,1870
E01025762,1654
E01025763,1851
E01025764,1412
E01025765,1667
E01025766,2107
E01025767,1609
E01025670,1307
E01025671,1873
E01025672,2296
E01025673,1677
E07000131,92499
E01025770,1859
E01025809,2347
E01025815,2114
E01025781,1624
E01025782,1294
E01025783,2164
E01025785,2752
E01025786,2185
E01025787,1783
E01025772,2246
E01025773,1582
E01025774,1424
E01025775,1941
E01025776,1951
E01025771,2701
E01025778,2026
E01025779,1511
E01025780,1326
E01025784,1348
E01025788,1199
E01025777,2330
E01025808,2741
E01025810,2279
E01025816,2376
E01025789,1865
E01025794,1830
E01025797,1817
E01025802,1360
E01025803,1594
E01025805,2619
E01025795,1818
E01025796,2017
E01025801,1320
E01025806,1600
E01025798,2242
E01025799,2264
E01025800,1504
E01025804,1948
E01025807,1736
E01025790,2335
E01025791,2607
E01025792,2254
E01025793,3085
E01025812,1720
E01025813,1740
E01025814,1439
E01032598,2682
E07000132,112423
E01025868,1383
E01025869,1388
E01025870,1683
E01025871,1487
E01025878,2776
E01025846,2089
E01025847,1738
E01025848,1484
E01025845,1510
E01025877,1786
E01025879,1269
E01025880,1754
E01025819,1727
E01025820,1583
E01025837,2283
E01025838,1564
E01025882,1746
E01025872,1476
E01025873,1541
E01025874,1953
E01025875,1843
E01025876,1809
E01025839,1604
E01025840,1758
E01025841,1916
E01025842,2125
E01025843,1635
E01025844,1766
E01025821,1822
E01025822,1562
E01025823,1672
E01025824,1379
E01025825,1404
E01025826,1370
E01025817,2145
E01025818,1633
E01025864,2237
E01025881,1352
E01025859,1500
E01025860,1365
E01025861,1694
E01025862,1915
E01025850,1466
E01025852,1833
E01025858,2330
E01025863,1554
E01025865,1795
E01025853,3010
E01025854,2329
E01025855,1401
E01025866,1889
E01025867,1309
E01025849,1924
E01025851,1408
E01025856,1314
E01025857,1444
E01025827,1405
E01025828,1465
E01025829,1519
E01025830,1491
E01025831,1207
E01025832,1730
E01025833,1952
E01025834,1470
E01025835,2265
E01025836,1187
E07000133,51100
E01025885,1947
E01025886,1674
E01025887,1825
E01025890,1298
E01025891,1285
E01025892,1743
E01025901,2038
E01025902,1637
E01025903,1779
E01025904,2012
E01025906,1671
E01025883,1692
E01025884,1638
E01025888,1830
E01025909,1956
E01025896,1538
E01025897,2157
E01025898,1383
E01025899,1324
E01025900,1515
E01025905,1750
E01025893,1927
E01025894,1622
E01025895,1660
E01025907,1872
E01025908,1738
E01025889,1746
E01025910,1739
E01025911,1635
E01025912,1469
E07000134,102126
E01025924,1054
E01025925,2681
E01025926,2306
E01025927,1679
E01025928,1475
E01025923,1434
E01025944,1761
E01025945,1610
E01025946,1869
E01025915,1389
E01025916,1639
E01025917,3135
E01025918,1694
E01025960,1503
E01025961,1523
E01025962,1503
E01025965,1281
E01025955,1607
E01025956,1292
E01025963,1690
E01025964,1596
E01025914,1423
E01025919,1450
E01025920,1888
E01025921,1762
E01025966,1526
E01025967,1677
E01025968,1850
E01025969,1856
E01025950,2070
E01025951,1925
E01025952,1471
E01025953,1227
E01025954,1588
E01025932,1521
E01025933,1351
E01025934,1829
E01025935,1162
E01025936,1157
E01025929,2057
E01025930,1870
E01025931,1955
E01025957,2202
E01025937,1588
E01025958,2162
E01025959,2338
E01033102,1584
E01033103,2151
E01025913,2435
E01025947,2056
E01025948,1774
E01025949,1709
E01025938,1229
E01025939,2228
E01025940,2179
E01025941,1673
E01025942,2572
E01025943,1910
E07000135,57056
E01025970,1474
E01025971,1260
E01025972,1361
E01025976,1443
E01025977,1443
E01025978,1678
E01025992,1627
E01025994,1756
E01025997,1502
E01025999,1471
E01026005,1737
E01025985,1277
E01025986,1534
E01025987,1698
E01025988,1874
E01025989,1707
E01025990,1266
E01025991,1414
E01025993,1377
E01025998,1678
E01026000,1217
E01026001,1393
E01025995,1510
E01026003,1498
E01026004,1890
E01032600,1865
E01032601,1451
E01025973,2572
E01025974,2313
E01025975,1387
E01025980,1485
E01025979,1415
E01025981,1620
E01025982,2077
E01025983,1316
E01025984,1470
E07000136,69366
E01026007,1112
E01026008,1507
E01026009,1182
E01026023,1455
E01026024,2082
E01026010,1553
E01026011,3216
E01026030,2620
E01026032,2483
E01026037,1596
E01026006,3016
E01026021,1645
E01026025,2509
E01026036,1881
E01026012,1153
E01026015,1624
E01026026,2073
E01026027,1959
E01026028,1989
E01026016,2359
E01026033,1990
E01026034,1836
E01026017,1560
E01026018,1685
E01026019,2877
E01026020,2536
E01026041,1368
E01026013,1461
E01026014,1938
E01026022,2299
E01026038,1406
E01026040,1340
E01026029,3006
E01026031,1497
E01026035,2388
E01026039,1165
E07000137,140741
E01026045,1850
E01026061,1133
E01026062,1228
E01026063,1324
E01026080,2024
E01026106,1284
E01026107,1261
E01026058,2217
E01026076,2241
E01026079,1896
E01026077,1393
E01026078,1132
E01026087,1252
E01026088,1418
E01026090,1390
E01026091,1112
E01026108,2420
E01026081,2402
E01026089,1983
E01032986,1196
E01032987,1439
E01026072,2149
E01026073,1865
E01026074,2143
E01026099,2060
E01026103,2166
E01026104,2189
E01026109,2116
E01026071,2133
E01026082,2395
E01026121,2554
E01026042,1762
E01026043,1803
E01026044,1359
E01026113,1998
E01026117,1819
E01026060,1345
E01026068,2169
E01026070,1971
E01026105,2132
E01026048,1520
E01026049,1551
E01026050,1507
E01026069,2420
E01026064,1531
E01026065,1839
E01026066,1958
E01026067,2047
E01026084,1643
E01026085,2296
E01026115,1758
E01026116,1634
E01026046,1257
E01026047,1246
E01026055,1094
E01026059,1153
E01026100,1926
E01026101,1451
E01026092,1428
E01026093,1662
E01026095,1283
E01026114,1570
E01026083,1868
E01026094,1998
E01026096,1595
E01026097,1529
E01026051,1248
E01026052,1952
E01026053,2297
E01026054,2320
E01026118,1727
E01026119,1124
E01026120,1504
E01026056,1129
E01026110,1544
E01026111,1543
E01026112,1243
E01026057,2025
E01026075,2198
E01026098,2086
E01026102,2314
E07000138,99039
E01026149,1659
E01026150,1763
E01026166,1228
E01026168,1409
E01026153,2604
E01026155,1903
E01026157,1417
E01026165,1431
E01026125,1507
E01026144,2013
E01026147,2241
E01026148,1789
E01026151,1933
E01026164,1421
E01026167,1531
E01026122,2042
E01026123,2276
E01026124,1638
E01026126,1893
E01026152,1562
E01026154,1357
E01026156,1218
E01026132,3784
E01026143,2735
E01026145,1594
E01026146,2286
E01026134,1549
E01026176,1937
E01026177,2050
E01026178,1822
E01026127,1429
E01026128,2719
E01026129,1816
E01026131,1368
E01026133,4542
E01026135,1672
E01026136,1555
E01026174,1467
E01026130,1282
E01026158,1394
E01026159,1358
E01026160,1299
E01026162,1528
E01026163,1335
E01026161,1338
E01026170,1457
E01026172,1462
E01026173,1586
E01026175,1856
E01026137,1126
E01026138,1370
E01026139,1362
E01026140,1275
E01026141,1477
E01026142,1207
E01026169,1538
E01026171,1629
E07000139,115985
E01026186,1766
E01026187,1972
E01026189,1774
E01026203,1899
E01026204,1652
E01026206,1991
E01026182,1533
E01026193,1514
E01026199,2342
E01026225,1639
E01026226,1834
E01032990,3660
E01032994,1442
E01026184,2034
E01026185,2065
E01026188,2313
E01026190,1547
E01026237,1050
E01026238,1353
E01026191,1742
E01026205,1557
E01026211,2070
E01026212,1542
E01026213,1722
E01026192,1291
E01026194,1964
E01026195,2029
E01026196,1520
E01026180,1375
E01026183,2833
E01026210,2368
E01026224,1837
E01026179,1474
E01026197,1424
E01026198,1534
E01026223,2017
E01026209,2070
E01026221,2410
E01026222,1754
E01026227,1555
E01026230,1538
E01026231,2813
E01026232,2177
E01026235,1612
E01026228,1679
E01026229,1688
E01026233,1631
E01026234,3401
E01026236,1159
E01026200,1568
E01026201,2105
E01026202,1884
E01026207,1235
E01026208,1723
E01026220,2236
E01032988,2016
E01032989,1846
E01032993,2314
E01026214,1106
E01026215,1072
E01026218,1196
E01026219,1158
E01032991,1841
E01032992,1519
E07000140,93980
E01026242,1589
E01026243,1401
E01026244,1315
E01026247,1878
E01026276,2367
E01026246,2400
E01026248,2194
E01026257,2084
E01026250,2037
E01026251,1916
E01026252,1829
E01026253,1760
E01026281,1302
E01026282,1721
E01026283,1773
E01026285,1446
E01026286,1269
E01026241,2064
E01026258,1984
E01026259,1739
E01026260,2156
E01026266,2205
E01026273,1789
E01026274,3294
E01026275,2472
E01032995,1582
E01032996,1404
E01026268,2042
E01026269,2140
E01026270,2191
E01026271,1840
E01026272,1489
E01026254,1710
E01026255,1950
E01026256,1588
E01026277,1783
E01026278,1404
E01026279,1443
E01026262,1390
E01026263,2349
E01026264,1777
E01026265,1425
E01026267,3113
E01026245,2232
E01026249,1945
E01026280,2540
E01026239,1982
E01026240,2723
E01026284,1954
E07000141,141853
E01026313,1453
E01026314,1262
E01026329,1881
E01026333,2596
E01026291,1963
E01026340,2261
E01026355,2436
E01026365,2390
E01026325,1633
E01026326,1418
E01026327,1350
E01026328,1542
E01026352,1271
E01026353,1631
E01026354,1116
E01026320,2317
E01026321,1349
E01026322,1258
E01026323,1953
E01026324,2151
E01026308,1648
E01026309,1588
E01026310,1219
E01026311,1729
E01026312,1423
E01026317,2346
E01026318,2404
E01026319,2586
E01026343,1874
E01026344,1598
E01026345,1764
E01026292,1374
E01026293,2136
E01026294,1636
E01026316,2513
E01026332,2148
E01026290,2202
E01026341,1629
E01026342,1427
E01026361,2782
E01026315,2104
E01026331,2598
E01026338,1238
E01026339,1295
E01026299,1787
E01026300,1449
E01026301,2790
E01026302,1111
E01026296,1516
E01026297,1615
E01026298,2172
E01032997,1445
E01032998,1771
E01032999,1323
E01026330,2289
E01026360,2184
E01026362,1718
E01026363,1604
E01026364,1884
E01026334,1561
E01026335,1521
E01026336,1628
E01026337,2217
E01026303,1280
E01026304,1454
E01026305,1356
E01026306,1819
E01026307,1298
E01026287,1411
E01026288,1573
E01026289,2345
E01026346,1224
E01026347,1569
E01026348,1326
E01026349,1716
E01026350,1798
E01026351,1505
E01026356,1482
E01026357,1371
E01026358,1396
E01026359,1853
E07000142,94869
E01026367,1577
E01026368,1898
E01026387,2746
E01026416,1291
E01032683,2215
E01026380,2275
E01026401,1650
E01026402,1942
E01026403,1403
E01026407,1407
E01026408,1372
E01026389,1778
E01026390,1997
E01026391,2094
E01026392,3217
E01026415,1023
E01026378,1814
E01026379,1886
E01026381,1678
E01026382,1792
E01026383,1433
E01026384,1990
E01026385,1131
E01026386,1408
E01026399,1454
E01026411,2505
E01026374,1692
E01026375,1963
E01026376,1919
E01026377,2233
E01026388,2112
E01026404,2329
E01026409,1283
E01026410,1684
E01026372,2568
E01026412,1810
E01026413,2072
E01026414,1878
E01026396,1265
E01026397,2614
E01026398,1693
E01026400,1726
E01026393,1389
E01026394,2178
E01026395,1402
E01026405,1431
E01026406,1250
E01026366,2371
E01026369,1293
E01026370,2434
E01026371,1264
E01026373,2040
E07000150,70827
E01026971,1836
E01026979,1581
E01026980,1568
E01026982,2302
E01026969,1826
E01026970,1781
E01026972,1869
E01026976,1447
E01026981,1315
E01026983,1090
E01026957,1767
E01026958,1953
E01026977,3422
E01026978,3155
E01026962,1386
E01026973,1505
E01026974,1176
E01026975,1388
E01026984,1799
